prec,tmin,tmax,rhum,srad,wspd
0.0166666666666667,35.3163333333333,71.81,57.1366666666667,513.737666666667,5.266
0,44.894,73.046,57.7293333333333,373.624333333333,9.125
0.15,36.1493333333333,61.526,69.2553333333333,356.371,13.098
0.0233333333333333,29.135,59.192,53.5273333333333,530.176,5.302
0,35.4733333333333,65.414,52.6173333333333,384.688666666667,7.748
0.00333333333333333,34.9576666666667,57.65,69.9463333333334,423.734333333333,7.68533333333333
0.113333333333333,30.9583333333333,60.26,68.718,472.042666666667,6.20866666666667
0,41.7026666666667,66.866,63.7173333333333,391.938666666667,9.923
0.00333333333333333,45.6546666666667,63.668,76.4376666666667,337.189333333333,8.205
0.22,40.9346666666667,69.872,75.7003333333333,383.382,5.78666666666667
0.133333333333333,46.61,62.834,66.734,321.402,7.07333333333333
0,42.449,66.434,61.7233333333333,434.957,9.879
0.106666666666667,44.5796666666667,66.152,56.052,432.871,8.65
0.133333333333333,39.5523333333333,61.838,56.417,452.511333333333,6.056
0,40.035,72.716,46.6203333333333,568.377666666667,8.65766666666667
0.00333333333333333,39.4723333333333,66.314,50.0063333333333,468.712666666667,6.73833333333333
0,35.0006666666667,64.922,52.7883333333333,548.619,6.46166666666667
0.136666666666667,37.6543333333333,62.912,58.8856666666667,422.044,9.536
0.00666666666666667,37.5366666666667,57.2976666666667,59.523,389.728333333333,6.192
0,33.857,60.338,50.4206666666667,534.416333333333,5.67233333333333
0,34.961,67.274,38.8423333333333,622.526333333333,5.873
0,32.986,69.878,40.5113333333333,606.184333333333,4.21066666666667
0.0233333333333333,35.7933333333333,69.35,52.9933333333333,544.169,6.603
0,37.4546666666667,67.112,47.8983333333333,577.709666666667,6.297
0,32.785,65.48,48.0603333333333,587.968,5.32933333333333
0.0466666666666667,40.6246666666667,67.73,61.1186666666667,500.479333333333,9.695
0.0866666666666667,42.4466666666667,61.808,71.7863333333333,358.043666666667,7.73933333333333
0.0166666666666667,33.533,54.368,74.6486666666667,332.953,6.49066666666667
0.0466666666666667,36.9823333333333,61.844,67.5203333333333,439.632333333333,9.01466666666667
0.0166666666666667,42.491,62.402,67.3466666666667,440.712,5.418
0.0533333333333333,36.9446666666667,57.602,75.0903333333333,214.799,8.77166666666667
0.266666666666667,38.5226666666667,52.082,80.8213333333333,209.406666666667,7.47833333333333
0.17,35.0426666666667,58.958,71.9413333333333,400.645666666667,4.37766666666667
0.00333333333333333,34.4126666666667,66.14,63.8063333333333,486.288666666667,4.07133333333333
0.0666666666666667,42.566,64.49,63.0473333333333,469.755333333333,7.14733333333333
0.436666666666667,42.1623333333333,59.084,84.0016666666667,175.690333333333,7.471
0.00333333333333333,38.0906666666667,63.182,82.0726666666667,369.414,4.44366666666667
0,43.7556666666667,74.102,71.848,552.054,10.6926666666667
0.266666666666667,54.302,76.91,74.419,461.426,11.3486666666667
0.166666666666667,49.0563333333333,74.39,64.5576666666667,472.09,7.33133333333333
0.00333333333333333,46.6116666666667,77.816,68.221,493.899333333333,9.266
0,49.0393333333333,80.42,60.467,618.569,8.553
0.323333333333333,54.05,75.746,71.6306666666667,479.513333333333,7.09333333333333
0.00333333333333333,55.634,79.28,76.8483333333333,419.464666666667,10.5226666666667
0.29,54.0073333333333,79.244,67.731,527.850333333333,7.22333333333333
0,53.492,83.708,65.159,645.221666666667,7.489
0.0366666666666667,55.442,81.608,64.378,620.799,7.063
0,56.666,85.568,59.8316666666667,645.701333333333,8.19866666666667
,58.046,87.182,62.8636666666667,610.192666666667,8.81266666666667
0.04,55.16,78.728,64.5613333333333,588.294666666667,6.22866666666667
0.0233333333333333,52.946,83.474,67.821,529.545666666667,5.47366666666667
,56.06,83.744,71.1096666666667,481.892,5.61966666666667
0.00333333333333333,54.68,80.354,68.3003333333333,591.885,4.17533333333333
0.123333333333333,55.124,87.266,67.676,465.662333333333,6.94733333333333
0.31,55.238,81.062,75.3076666666667,422.724333333333,5.479
0.0166666666666667,57.524,80.462,69.408,571.617,4.39033333333333
0.54,55.28,81.056,71.174,368.887333333333,6.15366666666667
0.476666666666667,54.212,75.734,83.4976666666667,383.743,7.71166666666667
0.876666666666667,54.68,73.316,83.8466666666667,329.274,6.41266666666667
0.5,51.674,69.314,84.234,286.247666666667,8.21566666666667
0.74,52.5823333333333,74.108,86.39,386.834333333333,6.829
0.4,56.06,76.322,80.139,462.395,6.60333333333333
0.123333333333333,50.252,74.378,73.312,513.142,6.303
0.573333333333333,56,76.952,74.63,465.991333333333,10.7533333333333
0.0533333333333333,55.352,79.556,67.3866666666667,566.556666666667,6.05333333333333
0.00333333333333333,51.8,82.202,57.5313333333333,677.650333333333,3.62133333333333
0.07,59.954,86.942,67.8353333333334,582.030666666667,8.44033333333333
0.0166666666666667,60.47,85.49,65.5816666666667,530.449666666667,5.86366666666667
0.673333333333333,58.04,85.802,59.784,670.570666666667,5.19333333333333
0.136666666666667,58.676,83.828,65.966,622.960333333333,5.57733333333333
0.0966666666666667,61.256,83.918,71.6793333333333,471.727333333333,6.54666666666667
0.286666666666667,57.344,84.218,68.8513333333333,649.586,6.39066666666667
0.0533333333333333,63.908,87.428,68.5443333333333,602.679666666667,6.356
,59.756,84.548,63.2693333333333,608.85,
0.02,57.302,83.12,63.9716666666667,614.154666666667,4.994
0,59.912,89.84,63.6093333333333,638.699,6.201
,60.11,88.028,63.9896666666667,622.106666666667,
0.293333333333333,60.548,85.73,65.0013333333333,591.289,6.76033333333333
0,58.604,87.272,58.1553333333333,656.331666666667,7.158
,62.912,89.522,,,
0.0533333333333333,61.4,86.756,62.3573333333333,590.589,9.54
0.0233333333333333,58.922,79.85,65.8273333333333,498.613333333333,7.187
,56.816,84.374,,,
0.0533333333333333,60.41,85.49,68.1473333333333,573.602,9.62033333333333
0.38,61.1,77.552,80.1763333333333,356.452666666667,6.911
,57.968,84.854,68.279,585.986333333333,3.64066666666667
0,59.48,86.126,63.9023333333333,651.217,5.79666666666667
0.356666666666667,59.438,80.99,73.0336666666667,484.714,6.613
0.01,57.38,84.854,65.1333333333333,600.361,3.21766666666667
,56.204,84.542,70.229,621.141333333333,6.25766666666667
0,65.534,93.476,63.2776666666667,639.633333333333,8.91133333333333
,63.356,90.392,,,
,60.116,82.838,75.311,509.838666666667,4.86266666666667
,62.762,94.34,,,
,59.522,88.976,,,
0.0166666666666667,55.2843333333333,80.822,70.7346666666667,546.844,4.495
,59.186,80.234,,,
0.28,59.048,83.87,75.2933333333333,569.781333333333,5.92033333333333
0.09,63.662,81.218,81.6926666666667,439.079666666667,7.225
0,65.648,86.516,77.1286666666667,525.085333333333,5.13233333333333
0,65.57,92.138,67.3926666666667,597.87,5.43933333333333
0.0733333333333333,63.788,88.622,66.2343333333333,458.897666666667,5.177
0,65.606,87.104,67.5583333333333,558.815666666667,5.181
,64.94,88.712,70.032,575.268,
0,65.888,93.05,56.879,589.213333333333,8.01633333333333
,62.678,85.454,70.3006666666667,566.532666666667,5.813
,65.372,91.436,65.943,609.778,
,63.752,90.872,,,
,58.61,85.538,70.238,589.475666666667,5.127
0.463333333333333,62.834,86.876,74.8936666666667,530.664666666667,6.13633333333333
,65.534,86.468,,,
0.0266666666666667,62.288,88.892,69.6053333333333,580.232666666667,3.792
0.19,60.038,88.184,69.091,578.307333333333,4.46466666666667
0.0366666666666667,63.236,89.282,74.4673333333333,493.266333333333,5.05866666666667
,61.412,88.376,,,
0,62.726,91.22,67.4156666666667,584.584333333333,4.963
,61.934,91.784,,,
,61.646,86.846,,,
0.01,66.566,92.366,65.6956666666667,606.308333333333,4.366
,61.538,93.722,,,
0.476666666666667,63.098,90.596,70.0136666666667,478.986666666667,5.28133333333333
0.243333333333333,60.356,88.778,68.845,582.111333333333,3.99666666666667
,55.208,86.096,,,
0.00333333333333333,58.322,86.75,63.505,524.997666666667,4.003
0.316666666666667,58.13,86.366,65.638,496.131,5.648
,58.88,83.324,,,
0.00333333333333333,61.772,87.944,70.5993333333333,509.021666666667,4.891
0.316666666666667,60.074,88.976,70.5636666666667,416.282333333333,4.387
0,59.474,88.97,70.768,493.333333333333,4.45666666666667
0,59.672,91.946,62.181,567.264333333333,6.04566666666667
0,60.824,92.3,59.0463333333333,522.712666666667,5.899
,61.568,89.96,,398.073,
0,56.552,89.276,55.9193333333333,582.509666666667,4.064
,58.214,87.482,,,
,59.114,84.782,,425.15,
0.00333333333333333,54.494,86.24,49.4633333333333,571.447666666667,6.17166666666667
,54.614,85.46,,,
0,59.948,87.188,54.0513333333333,528.816,8.54933333333333
0.466666666666667,62.6,84.92,62.5773333333333,349.984666666667,9.95733333333333
,58.01,86.606,,,
,58.208,87.782,,,
0,55.718,82.178,57.9026666666667,462.303666666667,8.18533333333333
,50.2173333333333,80.372,63.252,427.246333333333,4.00633333333333
,50.81,83.12,,,
0,46.4163333333333,86.246,57.015,501.965666666667,5.24633333333333
0,47.993,81.932,62.9786666666667,477.029,5.31566666666667
0,47.7193333333333,81.032,48.292,523.408,6.30933333333333
0.136666666666667,52.628,84.938,62.002,399.971666666667,6.295
0,50.3316666666667,73.79,72.371,353.780333333333,6.56933333333333
,45.3433333333333,80.078,54.3613333333333,512.435,6.25066666666667
0.0466666666666667,52.5836666666667,86.636,58.38,449.364666666667,6.73333333333333
0.0333333333333333,54.884,79.292,73.731,275.312333333333,6.07733333333333
,45.8163333333333,75.614,71.1676666666667,390.48,4.58766666666667
0.08,42.6043333333333,70.232,77.3723333333333,299.058666666667,5.726
0.0433333333333333,43.871,75.842,61.2816666666667,387.401333333333,4.66933333333333
0,41.977,76.004,70.0576666666667,466.218666666667,5.70233333333333
,48.1476666666667,77.156,78.8383333333333,404.597333333333,5.55433333333333
0,47.6763333333333,70.388,72.3616666666667,340.991666666667,7.20166666666667
0.00333333333333333,46.3713333333333,70.46,78.478,340.802333333333,6.09333333333333
,47.636,86.84,68.607,454.873333333333,5.86633333333333
0.00333333333333333,49.1523333333333,68.096,87.121,228.152333333333,6.451
0.0933333333333333,50.6553333333333,80.036,78.5783333333333,316.47,5.20966666666667
0.236666666666667,47.282,85.22,65.9303333333333,416.542666666667,5.57333333333333
,44.2033333333333,77.978,66.149,439.085,4.00333333333333
,48.5073333333333,78.242,69.3866666666667,307.656333333333,6.773
0.0933333333333333,46.8163333333333,79.058,71.576,409.680666666667,5.44833333333333
,44.9113333333333,86.006,62.0066666666667,433.838,4.59433333333333
,44.8306666666667,81.788,58.9063333333333,452.157,5.079
0,44.712,80.048,58.2236666666667,447.997666666667,7.11433333333333
,45.026,80.87,55.6873333333333,442.035,
0,45.5426666666667,84.026,55.6886666666667,429.122,5.80833333333333
0.106666666666667,45.77,74.39,56.7786666666667,422.674333333333,7.833
,41.1086666666667,72.368,55.3693333333333,426.150333333333,
0.13,41.3066666666667,78.536,56.9663333333333,403.998,5.95566666666667
0.02,42.616,69.518,61.15,427.408,5.29633333333333
0.0566666666666667,36.3563333333333,65.726,59.9616666666667,422.602666666667,6.38766666666667
,35.5276666666667,76.322,57.2143333333333,381.697,
0.0466666666666667,45.3876666666667,79.328,59.8386666666667,372.857333333333,5.05266666666667
0.00333333333333333,41.585,74.858,65.7243333333333,382.790666666667,3.46566666666667
,44.3983333333333,73.004,68.3053333333333,327.998666666667,
0.04,41.3456666666667,76.472,65.0396666666667,340.457,4.30533333333333
0.00333333333333333,37.6233333333333,67.712,72.0136666666667,305.536,4.05366666666667
,39.7233333333333,63.758,69.6653333333333,273.637333333333,
0,36.278,72.596,65.941,371.041333333333,4.348
0,35.4416666666667,70.796,64.5103333333333,269.094333333333,6.326
0,32.1173333333333,65.642,55.1513333333333,376.165,5.11566666666667
,30.8546666666667,73.634,55.8693333333333,360.105,2.834
0,31.8726666666667,74.9,50.5626666666667,315.341333333333,4.61133333333333
0,33.8156666666667,70.232,53.297,342.94,4.00333333333333
,29.0293333333333,70.16,59.5503333333333,337.847666666667,3.44
0,29.5363333333333,66.476,60.118,306.350666666667,4.498
0.0933333333333333,34.412,70.118,71,261.36,3.54166666666667
,35.4026666666667,71.372,67.966,267.423,3.10366666666667
0,40.5883333333333,73.364,63.3233333333333,305.530666666667,5.94333333333333
0.17,38.257,63.122,82.9596666666667,130.671333333333,4.25233333333333
0.01,39.7506666666667,64.61,70.93,222.723,4.25066666666667
0,41.1066666666667,68.858,57.84,262.835666666667,4.12466666666667
0.07,34.0153333333333,65.336,63.839,240.525,4.167
0,32.3803333333333,72.524,49.4976666666667,313.745666666667,4.254
0,32.2293333333333,59.666,50.835,243.121333333333,5.055
0,28.221,60.14,55.2766666666667,307.147333333333,3.883
0,24.344,71.378,50.9016666666667,301.825,3.449
0,31.834,67.79,54.251,301.819333333333,4.054
0,30.8333333333333,55.388,55.974,283.930333333333,6.27166666666667
0,25.8483333333333,58.568,56.0176666666667,279.449666666667,6.531
0,26.0113333333333,67.262,55.3066666666667,284.751333333333,4.04633333333333
0.00666666666666667,29.1383333333333,64.658,56.5733333333333,216.871333333333,5.69433333333333
0.00333333333333333,24.575,61.346,55.6843333333333,302.082333333333,3.53366666666667
0,26.9536666666667,67.946,44.8013333333333,290.266666666667,4.935
0,27.4736666666667,68.186,54.4683333333333,280.720666666667,4.72866666666667
0.00333333333333333,30.2026666666667,65.348,57.527,253.594666666667,4.212
0.106666666666667,27.037,61.055,66.0236666666667,208.768,3.38833333333333
0.01,28.82,57.458,71.5936666666667,181.787333333333,3.19766666666667
0.00333333333333333,20.0173333333333,49.82,70.4203333333333,193.648666666667,5.50666666666667
0.106666666666667,15.4196666666667,37.4636666666667,79.7293333333333,166.539333333333,4.249
0.01,17.874,37.616,76.7536666666667,174.049333333333,3.66866666666667
,15.0993333333333,41.3066666666667,73.2313333333334,217.531333333333,3.49533333333333
,18.5096666666667,39.725,71.135,166.231,6.08533333333333
,17.28,44.5533333333333,73.5753333333333,187.748666666667,5.28366666666667
,16.0803333333333,43.4903333333333,73.0303333333333,208.726666666667,5.12
,14.9276666666667,30.8113333333333,80.9963333333333,111.991333333333,5.19566666666667
,14.499,45.824,71.5243333333333,164.267333333333,5.73133333333333
,15.722,42.8123333333333,73.9376666666667,184.273333333333,4.68366666666667
,11.9683333333333,33.466,85.6326666666667,135.433,6.031
,16.0866666666667,39.6843333333333,79.6036666666667,123.646666666667,6.41033333333333
,11.282,49.9423333333333,57.4176666666667,209.541333333333,4.03666666666667
,18.751,42.416,60.9873333333333,177.488666666667,6.069
,13.988,45.5883333333333,56.71,210.126,5.92766666666667
,14.7836666666667,43.1323333333333,53.1466666666667,184.157,4.02633333333333
,20.8096666666667,39.1236666666667,63.1906666666667,177.639,5.661
,,,,,
,16.6033333333333,58.814,,208.316,
,21.5256666666667,51.242,62.2926666666667,164.175333333333,4.69433333333333
,,,,,
,13.7486666666667,37.5853333333333,,203.372333333333,
,17.7126666666667,48.758,59.6586666666667,171.557,3.833
,15.8853333333333,49.982,65.323,165.410666666667,4.07166666666667
,20.1723333333333,44.357,68.9506666666667,151.377333333333,4.82466666666667
,16.1246666666667,46.61,71.6666666666667,165.527,3.63433333333333
,15.3306666666667,50.966,66.6833333333333,190.493333333333,3.329
,20.963,52.0873333333333,71.0676666666667,139.029,4.007
,13.112,49.1426666666667,67.108,190.579,4.73633333333333
,13.6206666666667,44.7506666666667,66.93,191.159666666667,3.82833333333333
,13.43,48.4453333333333,60.5523333333333,159.245333333333,4.25333333333333
,15.566,45.9746666666667,68.527,188.1,5.41266666666667
,19.455,42.146,75.2066666666667,122.750666666667,4.73533333333333
,24.53,44.9893333333333,63.7723333333333,152.014,5.39233333333333
,17.6703333333333,47.6,73.3003333333333,137.758666666667,4.81166666666667
,19.581,34.301,83.031,72.562,4.99166666666667
,18.6663333333333,34.2853333333333,81.9193333333333,138.369,4.245
,16.9146666666667,36.6336666666667,83.6473333333333,125.844,3.729
,18.905,31.359,85.085,79.111,3.54733333333333
,17.4843333333333,35.8396666666667,81.894,138.679666666667,4.66366666666667
,18.6666666666667,37.469,85.764,87.0863333333333,4.21066666666667
,22.715,38.2966666666667,76.4903333333333,107.407333333333,4.80033333333333
,18.5456666666667,39.4783333333333,73.439,153.822666666667,4.40866666666667
,13.7846666666667,28.1176666666667,89.2623333333333,85.2746666666667,7.15766666666667
,15.2943333333333,43.4926666666667,70.479,171.549,5.11233333333333
,14.6636666666667,42.6126666666667,72.1333333333333,162.641666666667,5.53333333333333
,10.808,31.9586666666667,87.523,109.430666666667,6.82333333333333
,5.048,36.476,79.083,164.464,5.04
,2.87,28.3353333333333,73.597,169.184333333333,4.677
,9.221,27.439,81.4895,102.5015,4.969
,4.154,23.8165,86.9055,107.0215,8.2735
,6.962,18.804,89.632,128.99,5.7735
,2.708,20.6496666666667,76.779,181.716333333333,6.32033333333333
,-8.386,22.9013333333333,71.113,197.851666666667,3.817
,-3.934,29.9273333333333,73.8153333333333,212.473666666667,2.64266666666667
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
